"filename", "language", "C++", "Markdown", "C", "comment", "blank", "total"
"/home/kangyucheng/Documents/CODE/Slic3r_new/src/xssrc/libslic3r/GCode/SpiralVase.cpp", "C++", 65, 0, 0, 19, 12, 96
"/home/kangyucheng/Documents/CODE/Slic3r_new/src/xssrc/libslic3r/GCode/SpiralVase.hpp", "C++", 22, 0, 0, 0, 8, 30
"/home/kangyucheng/Documents/CODE/Slic3r_new/src/xssrc/libslic3r/GCodeReader.cpp", "C++", 93, 0, 0, 5, 17, 115
"/home/kangyucheng/Documents/CODE/Slic3r_new/src/xssrc/libslic3r/GCodeReader.hpp", "C++", 57, 0, 0, 0, 12, 69
"/home/kangyucheng/Documents/CODE/Slic3r_new/src/xssrc/libslic3r/GCodeSender.cpp", "C++", 447, 0, 0, 51, 68, 566
"/home/kangyucheng/Documents/CODE/Slic3r_new/src/xssrc/libslic3r/GCodeSender.hpp", "C++", 71, 0, 0, 2, 13, 86
"/home/kangyucheng/Documents/CODE/Slic3r_new/src/xssrc/libslic3r/GCodeTimeEstimator.cpp", "C++", 59, 0, 0, 15, 9, 83
"/home/kangyucheng/Documents/CODE/Slic3r_new/src/xssrc/libslic3r/GCodeTimeEstimator.hpp", "C++", 17, 0, 0, 0, 8, 25
"/home/kangyucheng/Documents/CODE/Slic3r_new/src/xssrc/libslic3r/GCodeWriter.cpp", "C++", 468, 0, 0, 32, 75, 575
"/home/kangyucheng/Documents/CODE/Slic3r_new/src/xssrc/libslic3r/GCodeWriter.hpp", "C++", 67, 0, 0, 5, 14, 86
"/home/kangyucheng/Documents/CODE/Slic3r_new/src/xssrc/libslic3r/Geometry.cpp", "C++", 572, 0, 0, 220, 117, 909
"/home/kangyucheng/Documents/CODE/Slic3r_new/src/xssrc/libslic3r/Geometry.hpp", "C++", 54, 0, 0, 6, 13, 73
